UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,allCommonss,47,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommons()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBDate$2,150,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_tries_to_delete_non_existant_menuitemreview_and_gets_right_error_message()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,105,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateMenuItemReview$1,125,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_cannot_edit_menuitemreivew_that_does_not_exist()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postMenuItemReview,82,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:an_admin_user_can_post_a_new_menuitemreview()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postMenuItemReview,83,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:an_admin_user_can_post_a_new_menuitemreview()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postMenuItemReview,84,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:an_admin_user_can_post_a_new_menuitemreview()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postMenuItemReview,85,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:an_admin_user_can_post_a_new_menuitemreview()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postMenuItemReview,86,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:an_admin_user_can_post_a_new_menuitemreview()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postMenuItemReview,90,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:an_admin_user_can_post_a_new_menuitemreview()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateMenuItemReview,127,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateMenuItemReview,128,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateMenuItemReview,129,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateMenuItemReview,130,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateMenuItemReview,131,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
MenuItemReviewController.java,edu.ucsb.cs156.example.controllers.MenuItemReviewController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateMenuItemReview,135,KILLED,edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.MenuItemReviewControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,allArticles,55,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:logged_in_user_can_get_all_ucsbdates()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteArticle,155,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_delete_an_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteArticle,156,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_delete_an_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,72,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteArticle$2,153,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_tries_to_delete_non_existant_article_and_gets_right_error_message()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,70,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateArticle$1,128,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_cannot_edit_article_that_does_not_exist()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postArticle,102,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:an_admin_user_can_post_a_new_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postArticle,103,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:an_admin_user_can_post_a_new_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postArticle,104,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:an_admin_user_can_post_a_new_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postArticle,105,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:an_admin_user_can_post_a_new_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postArticle,106,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:an_admin_user_can_post_a_new_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postArticle,110,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:an_admin_user_can_post_a_new_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateArticle,130,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_edit_an_existing_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateArticle,131,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_edit_an_existing_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateArticle,132,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_edit_an_existing_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateArticle,133,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_edit_an_existing_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateArticle,134,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_edit_an_existing_article()]
ArticlesController.java,edu.ucsb.cs156.example.controllers.ArticlesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateArticle,138,KILLED,edu.ucsb.cs156.example.controllers.ArticlesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.ArticlesControllerTests]/[method:admin_can_edit_an_existing_article()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,allOrganizations,51,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:logged_in_user_can_get_all_ucsborganization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteOrganization,113,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_can_delete_an_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteOrganization,114,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_can_delete_an_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,67,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteOrganization$1,111,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_tries_to_delete_non_existant_organization_and_gets_right_error_message()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,65,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateOrganization$2,131,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_cannot_edit_organization_that_does_not_exist()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postOrganization,90,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:an_admin_user_can_post_a_new_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postOrganization,91,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:an_admin_user_can_post_a_new_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postOrganization,92,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:an_admin_user_can_post_a_new_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postOrganization,93,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:an_admin_user_can_post_a_new_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postOrganization,97,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:an_admin_user_can_post_a_new_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateOrganization,134,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_can_edit_an_existing_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateOrganization,135,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_can_edit_an_existing_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateOrganization,136,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_can_edit_an_existing_organization()]
UCSBOrganizationController.java,edu.ucsb.cs156.example.controllers.UCSBOrganizationController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateOrganization,140,KILLED,edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBOrganizationControllerTests]/[method:admin_can_edit_an_existing_organization()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,allUCSBDates,53,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:logged_in_user_can_get_all_ucsbdates()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBDate,119,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_delete_a_date()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBDate,120,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_delete_a_date()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,70,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBDate$1,117,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_tries_to_delete_non_existant_ucsbdate_and_gets_right_error_message()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,68,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateUCSBDate$2,138,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_cannot_edit_ucsbdate_that_does_not_exist()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,96,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,97,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,98,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postUCSBDate,102,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,140,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,141,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,142,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDatesController.java,edu.ucsb.cs156.example.controllers.UCSBDatesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateUCSBDate,146,KILLED,edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDatesControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBDiningCommonsMenuItemsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsController,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,allUCSBDiningCommonsMenuItems,50,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommonsmenuitems()]
UCSBDiningCommonsMenuItemsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBDiningCommonsMenuItem,144,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests]/[method:admin_can_delete_a_ucsbdiningcommonsmenuitem()]
UCSBDiningCommonsMenuItemsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBDiningCommonsMenuItem,145,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests]/[method:admin_can_delete_a_ucsbdiningcommonsmenuitem()]
UCSBDiningCommonsMenuItemsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,100,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsMenuItemsControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
